Año,NUMERO DE EXPEDIENTE,No. de oficio,Fecha de oficio,Area,Infractor,Tipo de infractor,Clave del infractor,Cve. conducta infractora,Conducta infractora,Disposiciones infringidas,Preceptos sancionadores,Fecha de comisión de la irregularidad,Tipo de sanción,Monto
2009,,06-367-III-4.1/06978,15/05/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Afianzadora Sofimex, S.A. (En proceso de transformación a Sofimex, Institución de Garantías, S.A.)",F,6,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,30/06/2007,Multa,253834.12
2009,,06-367-III-4.1/06979,15/05/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SOFIMEX, INSTITUCIÓN DE GARANTÍAS, S.A.",F,6,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,31/12/2006,Multa,725624.39
2011,,06-367-III-4.1/06987,17/06/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AIG SEGUROS MÉXICO, S.A. DE C.V.",S,12,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,14/02/2011,Multa,30448.38
2012,,06-367-III-4.1/06992,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2012,Multa,0
2012,,06-367-III-4.1/06993,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS BBVA BANCOMER, S.A. DE C.V., GRUPO FINANCIERO BBVA BANCOMER",S,79,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2012,Multa,0
2011,,06-367-III-4.1/06994,17/06/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"METLIFE MÁS, S.A. DE C.V.",S,58,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2011,Multa,29189.68
2011,,06-367-III-4.1/06997,22/06/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2011,Multa,31405.5
2011,,06-367-III-4.1/07008,17/06/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS BBVA BANCOMER, S.A. DE C.V., GRUPO FINANCIERO BBVA BANCOMER",S,79,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2011,Multa,44506.08
2012,,06-367-III-4.1/07023,04/07/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2012,Multa,0
2010,,06-367-III-4.1/07169,02/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"INSIGNIA LIFE, S.A. DE C.V.",S,111,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,10/02/2010,Multa,26776.36
2013,,06-367-III-4.1/07171,10/07/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Seguros Azteca, S.A. de C.V.",S,98,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,22/08/2011,Multa,0
2010,,06-367-III-4.1/07172,02/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,12/02/2010,Multa,29936.66
2010,,06-367-III-4.1/07177,02/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"FIANZAS Y CAUCIONES ATLAS, S.A.",F,4,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,28/01/2010,Multa,32579.82
2011,,06-367-III-4.1/07201,22/06/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS EL POTOSÍ, S.A.",S,8,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2011,Multa,27517.2
2010,,06-367-III-4.1/07212,03/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Seguros Azteca, S.A. de C.V.",S,98,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,12/02/2010,Multa,33901.4
2011,,06-367-III-4.1/07230,24/06/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AIG SEGUROS MÉXICO, S.A. DE C.V.",S,12,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2011,Multa,30448.38
2012,,06-367-III-4.1/07248,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"LOCKTON MEXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,16,F32-CIIR0013,Desapego al catálogo de cuentas,26 LGISMS y Décima Quinta de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,30/01/2012,Multa,12466
2010,,06-367-III-4.1/07262,03/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS ATLAS, S.A.",S,23,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,17/11/2009,Multa,75130.8
2010,,06-367-III-4.1/07276,03/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA INTERACCIONES, S.A., GRUPO FINANCIERO INTERACCIONES",S,36,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2010,Multa,24145
2012,,06-367-III-4.1/07279,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"EULER HERMES SEGURO DE CRÉDITO, S.A.",S,64,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/05/2012,Multa,0
2010,,06-367-III-4.1/07281,04/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,01/02/2010,Multa,0
2012,,06-367-III-4.1/07338,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS ARGOS, S.A. DE C.V.",S,60,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2012,Multa,33346.55
2012,,06-367-III-4.1/07340,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PRUDENTIAL SEGUROS MÉXICO, S.A. DE C.V.",S,106,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/05/2012,Multa,0
2010,,06-367-III-4.1/07341,08/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"FM Global de México, S.A. de C.V.",S,109,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,31/12/2009,Multa,29074.76
2012,,06-367-III-4.1/07352,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PATRIMONIAL INBURSA, S.A.",S,6,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/05/2012,Multa,0
2012,,06-367-III-4.1/07353,29/06/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"METROPOLITANA COMPAÑÍA DE SEGUROS, S.A.",S,4,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2012,Multa,0
2009,,06-367-III-4.1/07357,15/05/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SOFIMEX, INSTITUCIÓN DE GARANTÍAS, S.A.",F,6,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,30/06/2005,Multa,814340.29
2010,,06-367-III-4.1/07371,07/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F07-CIH0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,15/02/2010,Multa,61194.9
2014,,06-367-III-4.1/07456,01/09/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,2,F33-CIS0123,Incorrecta integración de expedientes,107 LGISMS,"139, fracción XXI LGISMS",27/05/2014,Multa,0
2010,,06-367-III-4.1/07460,08/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"XL SEGUROS MÉXICO, S.A. DE C.V.",S,66,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2010,Multa,21145.28
2013,,06-367-III-4.1/07471,18/07/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HIR COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,91,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,20/09/2011,Multa,0
2012,,06-367-III-4.1/07506,06/07/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PLAN SEGURO, S.A. DE C.V., COMPAÑÍA DE SEGUROS (REVOCADA)",H,701,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2012,Multa,0
2012,,06-367-III-4.1/07561,06/07/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/05/2012,Multa,0
2007,,06-367-III-4.1/07641,02/08/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"OLD MUTUAL LIFE, S.A. DE C.V.",S,88,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,21/04/2007,Multa,58812.91
2007,,06-367-III-4.1/07643,27/07/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ATRADIUS SEGUROS DE CRÉDITO, S.A.",S,7,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,21/04/2007,Multa,64426.18
2012,,06-367-III-4.1/07660,11/07/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/05/2012,Multa,0
2012,,06-367-III-4.1/07666,11/07/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ZURICH ASEGURADORA MEXICANA, S.A. DE C.V.",S,37,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2012,Multa,0
2013,,06-367-III-4.1/07850,02/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"REASEGURADORA PATRIA, S.A.",S,61,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,01/04/2013,Amonestación,0
2013,,06-367-III-4.1/07861,02/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS INBURSA, S.A., GRUPO FINANCIERO INBURSA",S,22,F33-CIS0126,No contar con las actas de las sesiones del Comite de Reaseguro debidamente requisitadas ,29Bis fracc. I numeral 3 LGISMS,"139, fracción XXI LGISMS",23/04/2013,Amonestación,0
2013,,06-367-III-4.1/07862,02/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PATRIMONIAL INBURSA, S.A.",S,6,F33-CIS0126,No contar con las actas de las sesiones del Comite de Reaseguro debidamente requisitadas ,29Bis fracc. I numeral 3 LGISMS,"139, fracción XXI LGISMS",23/04/2013,Amonestación,0
2013,,06-367-III-4.1/07891,02/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",H,702,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,06/05/2013,Amonestación,0
2013,,06-367-III-4.1/07897,02/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,24/04/2013,Amonestación,0
2013,,06-367-III-4.1/07902,02/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HSBC VIDA, S.A. DE C.V.",S,85,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,24/04/2013,Amonestación,0
2014,,06-367-III-4.1/07904,11/09/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Swiss Brokers Mexico, Intermediario de Reaseguro, S.A. de C.V.",I,35,F33-CIIR0001,Omitir proporcionar la información requerida en la forma y términos solicitados,26 LGISMS y Décima Tercera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,24/11/2013,Multa,13458
2013,,06-367-III-4.1/07965,06/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"VITAMÉDICA, S.A. DE C.V.",H,710,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,17/05/2011,Multa,12952
2008,,06-367-III-4.1/07966,11/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Seguros Azteca, S.A. de C.V.",S,98,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,25/04/2008,Multa,68998.05
2008,,06-367-III-4.1/07967,09/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,30/04/2008,Multa,74257.08
2013,,06-367-III-4.1/07967,06/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AIG SEGUROS MÉXICO, S.A. DE C.V.",S,12,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2013,Multa,0
2013,,06-367-III-4.1/07967,06/08/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AIG SEGUROS MÉXICO, S.A. DE C.V.",S,12,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2013,Multa,0
2011,,06-367-III-4.1/08014,08/07/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MAPFRE FIANZAS, S.A.",F,22,F08-CIF0064,Incorrecta presentación de información de reaseguro,67,111 Fracción XXI,31/03/2011,Multa,22351.94
2011,,06-367-III-4.1/08015,08/07/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MAPFRE FIANZAS, S.A.",F,22,F08-CIF0064,Incorrecta presentación de información de reaseguro,67,111 Fracción XXI,30/06/2011,Multa,22351.94
2011,,06-367-III-4.1/08016,08/07/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MAPFRE FIANZAS, S.A.",F,22,F08-CIF0064,Incorrecta presentación de información de reaseguro,67,111 Fracción XXI,30/09/2011,Multa,22351.94
2014,,06-367-III-4.1/08076,19/09/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"TBS, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,47,F33-CIIR0001,Omitir proporcionar la información requerida en la forma y términos solicitados,26 LGISMS y Décima Tercera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/07/2014,Multa,13458
2008,,06-367-III-4.1/08221,09/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Aon Benfield Mexico, Intermediario de Reaseguro, S.A. de C.V.",I,4,F33-CIIR0001,Omitir proporcionar la información requerida en la forma y términos solicitados,26 LGISMS y Décima Tercera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,,,0
2010,,06-367-III-4.1/08233,22/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MAPFRE MÉXICO, S.A.",S,41,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,10/11/2009,Multa,44881.2
2010,,06-367-III-4.1/08313,23/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/02/2010,Multa,29591.9
2010,,06-367-III-4.1/08348,23/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"EULER HERMES SEGURO DE CRÉDITO, S.A.",S,64,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,31/12/2009,Multa,24535.42
2009,,06-367-III-4.1/08352,23/06/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SOLUNION MÉXICO SEGUROS DE CRÉDITO, S.A.",S,59,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,20385.6
2010,,06-367-III-4.1/08353,23/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SOLUNION MÉXICO SEGUROS DE CRÉDITO, S.A.",S,59,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,31/12/2009,Multa,21490.04
2010,,06-367-III-4.1/08357,23/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"XL SEGUROS MÉXICO, S.A. DE C.V.",S,66,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,10/11/2009,Multa,32606
2010,,06-367-III-4.1/08374,25/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"METLIFE MÁS, S.A. DE C.V.",S,58,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,02/03/2010,Multa,64125.36
2009,,06-367-III-4.1/08391,24/06/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MAPFRE MÉXICO, S.A.",S,41,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,35236.4
2009,,06-367-III-4.1/08395,24/06/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA INTERACCIONES, S.A., GRUPO FINANCIERO INTERACCIONES",S,36,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,27838.4
2012,,06-367-III-4.1/08471,03/08/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA AFIANZADORA, S.A. DE C.V.",F,3,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,22/09/2009,Multa,0
2012,,06-367-III-4.1/08476,03/08/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,11/05/2012,Multa,0
2012,,06-367-III-4.1/08478,03/08/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2012,Multa,0
2012,,06-367-III-4.1/08479,03/08/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"DECO SEGUROS, S.A. DE C.V.",S,97,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2012,Multa,0
2012,,06-367-III-4.1/08482,07/08/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"GENERAL DE SALUD, COMPAÑÍA DE SEGUROS, S.A.",H,707,F08-CIF0064,Incorrecta presentación de información de reaseguro,67,111 Fracción XXI,14/02/2012,Multa,0
2010,,06-367-III-4.1/08525,28/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PRIMERO SEGUROS, S.A. DE C.V.",S,107,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,17/05/2010,Amonestación,0
2012,,06-367-III-4.1/08567,07/08/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CITIBANAMEX SEGUROS, S.A. DE C.V., INTEGRANTE DEL GRUPO FINANCIERO CITIBANAMEX",S,50,F08-CIF0064,Incorrecta presentación de información de reaseguro,67,111 Fracción XXI,25/05/2012,Multa,0
2014,,06-367-III-4.1/08607,08/10/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS MONTERREY NEW YORK LIFE, S.A. DE C.V.",S,38,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,23/07/2014,Multa,0
2008,,06-367-III-4.1/08671,18/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Tyser Channing Mexico, Intermediario de Reaseguro, S.A. de C.V.",I,34,F33-CIIR0001,Omitir proporcionar la información requerida en la forma y términos solicitados,26 LGISMS y Décima Tercera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/01/2007,Multa,10114
2010,,06-367-III-4.1/08672,30/06/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ARMOUR SECURE INSURANCE, S.A. DE C.V.",S,110,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,18/05/2010,Multa,0
2008,,06-367-III-4.1/08715,24/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ATRADIUS SEGUROS DE CRÉDITO, S.A.",S,7,F14-CIS0003,Operar con reaseguradoras no inscritas en el Registro.,27 último párrafo,139 Fracción XXI,01/03/2008,Multa,10518
2008,,06-367-III-4.1/08716,24/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ATRADIUS SEGUROS DE CRÉDITO, S.A.",S,7,F14-CIS0003,Operar con reaseguradoras no inscritas en el Registro.,27 último párrafo,139 Fracción XXI,01/02/2008,Multa,10518
2008,,06-367-III-4.1/08717,24/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ATRADIUS SEGUROS DE CRÉDITO, S.A.",S,7,F14-CIS0003,Operar con reaseguradoras no inscritas en el Registro.,27 último párrafo,139 Fracción XXI,01/01/2008,Multa,10518
2008,,06-367-III-4.1/08718,21/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MCGRIFF, SEIBELS & WILLIAMS DE MEXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,30,F33-CIIR0019,Incorrecta presentacion de estados financieros ,26 LGISMS y Décima Octava de las Reglas para la Autorización y Operación  de Intermediarios de Reaseguro ,139 FraccIón XXI ,31/12/2007,Multa,10518
2014,,06-367-III-4.1/08726,09/10/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS PRIZA, S.A. DE C.V.",S,117,F18-CIS0012,Exceder Límites de Retención,37 y 62-VII,139 Fracción VI  Inciso a),11/04/2013,Multa,0
2014,,06-367-III-4.1/08727,09/10/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"THONA SEGUROS, S.A. DE C.V.",S,120,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,21/04/2014,Multa,0
2008,,06-367-III-4.1/08729,22/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",H,702,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/11/2007,Multa,24172.46
2008,,06-367-III-4.1/08730,22/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",H,702,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,11/05/2007,Multa,18104.06
2008,,06-367-III-4.1/08736,22/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",H,702,F08-CIH0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,10/08/2007,Multa,21138.26
2009,,06-367-III-4.1/08744,01/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ZURICH, COMPAÑÍA DE SEGUROS, S.A.",S,25,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,08/04/2009,Multa,48717.2
2009,,06-367-III-4.1/08748,30/06/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA INTERACCIONES, S.A., GRUPO FINANCIERO INTERACCIONES",S,36,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,32496.4
2009,,06-367-III-4.1/08751,13/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MERIT RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,5,F33-CIIR0017,Presentar extemporáneamente la póliza del seguro para cubrir responsabilidades en que puedan incurrir,26 LGISMS y Décima Octava de las Reglas para la Autorización y Operación  de Intermediarios de Reaseguro ,139 FraccIón XXI ,16/02/2009,Multa,10960
2009,,06-367-III-4.1/08753,30/06/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/03/2009,Multa,26578
2007,,06-367-III-4.1/08874,27/07/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F08-CIH0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,30/01/2007,Multa,12895.35
2010,,06-367-III-4.1/09008,09/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CARDIF MÉXICO SEGUROS GENERALES, S.A. DE C.V.",S,105,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,01/06/2010,Multa,19134.18
2009,,06-367-III-4.1/09011,08/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS EL POTOSÍ, S.A.",S,8,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,23892.8
2009,,06-367-III-4.1/09017,06/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"METLIFE MÁS, S.A. DE C.V.",S,58,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2009,Multa,27400
2009,,06-367-III-4.1/09018,08/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS ATLAS, S.A.",S,23,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,35510.4
2009,,06-367-III-4.1/09021,06/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS ATLAS, S.A.",S,23,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2009,Multa,41248.8
